DRAW,LOST,WIN,conpetition,fid,gname,gscore,gstanding,handline,hname,hscore,hstanding,stime,team_a_since_Statistics,team_a_since_all_score,team_a_since_guest_score,team_a_since_host_score,team_b_since_Statistics,team_b_since_all_score,team_b_since_guest_score,team_b_since_host_score,water1,water_2,winner
3.25,4.0,1.83,EC,117210,西布罗姆维奇,0.0,16,半球,查尔顿,0.0,11,2006-02-01 04:00,"['21', '9', '2', '10', '27', '31', '-4', '11', '43%']",43%,50%,37%,"['23', '6', '4', '13', '21', '32', '-11', '16', '27%']",27%,10%,42%,0.85,1.0,平
3.2,2.4,2.68,EC,117217,托特纳姆热刺,0.0,4,平手,富勒姆,1.0,13,2006-02-01 04:00,"['23', '7', '5', '11', '27', '32', '-5', '13', '31%']",31%,0%,64%,"['23', '11', '8', '4', '31', '19', '12', '4', '48%']",48%,37%,59%,1.02,0.83,富勒姆
3.15,2.35,2.8,EC,117212,博尔顿,1.0,7,平手,朴茨茅斯,1.0,19,2006-02-02 03:45,"['23', '4', '5', '14', '16', '39', '-23', '19', '18%']",18%,17%,19%,"['21', '10', '6', '5', '27', '20', '7', '7', '48%']",48%,37%,60%,0.95,0.9,平
3.7,1.4,8.5,EC,117215,切尔西,1.0,1,受一球,阿斯顿维拉,1.0,15,2006-02-02 03:45,"['23', '6', '8', '9', '26', '32', '-6', '15', '27%']",27%,25%,28%,"['23', '20', '2', '1', '49', '12', '37', '1', '87%']",87%,82%,92%,0.95,0.9,平
3.2,3.6,1.95,EC,117218,纽卡斯尔联,0.0,14,平手/半球,曼彻斯特城,3.0,10,2006-02-02 03:45,"['23', '9', '4', '10', '30', '27', '3', '10', '40%']",40%,28%,50%,"['22', '7', '5', '10', '20', '25', '-5', '14', '32%']",32%,25%,40%,0.8,1.05,曼彻斯特城
4.1,8.5,1.35,EC,117209,西汉姆联,3.0,9,一球/球半,阿森纳,2.0,6,2006-02-02 04:00,"['22', '11', '4', '7', '34', '16', '18', '6', '50%']",50%,19%,82%,"['23', '9', '5', '9', '31', '32', '-1', '9', '40%']",40%,34%,46%,0.85,1.0,西汉姆联
4.5,10.0,1.28,EC,117211,伯明翰,1.0,18,球半,利物浦,1.0,3,2006-02-02 04:00,"['21', '13', '5', '3', '29', '12', '17', '3', '62%']",62%,40%,82%,"['22', '5', '4', '13', '20', '31', '-11', '18', '23%']",23%,19%,28%,1.03,0.82,平
3.25,1.85,3.9,EC,117216,曼彻斯特联,3.0,2,受半球,布莱克本,4.0,8,2006-02-02 04:00,"['22', '10', '4', '8', '27', '25', '2', '8', '46%']",46%,34%,60%,"['23', '14', '6', '3', '42', '20', '22', '2', '61%']",61%,59%,64%,0.95,0.9,布莱克本
3.3,1.8,4.1,EC,117195,曼彻斯特联,1.0,2,受半球,曼彻斯特城,3.0,9,2006-01-14 20:45,"['21', '8', '4', '9', '27', '24', '3', '9', '39%']",39%,30%,46%,"['21', '13', '6', '2', '40', '17', '23', '2', '62%']",62%,64%,60%,1.05,0.8,曼彻斯特城
4.5,9.0,1.3,EC,117189,米德尔斯堡,0.0,16,球半,阿森纳,7.0,5,2006-01-14 23:00,"['20', '10', '4', '6', '27', '15', '12', '5', '50%']",50%,20%,80%,"['20', '5', '7', '8', '25', '30', '-5', '16', '25%']",25%,23%,28%,0.95,0.9,阿森纳
3.2,3.6,1.95,EC,117190,西汉姆联,2.0,10,半球,阿斯顿维拉,1.0,12,2006-01-14 23:00,"['21', '6', '7', '8', '25', '30', '-5', '12', '29%']",29%,28%,30%,"['21', '7', '5', '9', '27', '30', '-3', '10', '34%']",34%,28%,40%,1.0,0.85,西汉姆联
3.25,3.9,1.85,EC,117192,伯明翰,0.0,19,半球,查尔顿,2.0,13,2006-01-14 23:00,"['19', '8', '1', '10', '24', '30', '-6', '13', '43%']",43%,56%,30%,"['20', '4', '4', '12', '15', '29', '-14', '19', '20%']",20%,20%,20%,0.9,0.95,查尔顿
3.2,2.8,2.3,EC,117193,纽卡斯尔联,0.0,11,平手,富勒姆,1.0,14,2006-01-14 23:00,"['21', '6', '5', '10', '25', '30', '-5', '14', '29%']",29%,0%,60%,"['20', '7', '5', '8', '20', '23', '-3', '11', '35%']",35%,28%,45%,0.8,1.05,富勒姆
3.2,5.4,1.65,EC,117194,托特纳姆热刺,0.0,4,半球/一球,利物浦,1.0,3,2006-01-14 23:00,"['19', '12', '5', '2', '28', '11', '17', '3', '64%']",64%,45%,80%,"['21', '11', '7', '3', '31', '18', '13', '4', '53%']",53%,40%,64%,0.97,0.88,利物浦
3.2,3.2,2.1,EC,117196,埃弗顿,1.0,15,平手/半球,朴茨茅斯,0.0,18,2006-01-14 23:00,"['21', '4', '5', '12', '16', '33', '-17', '18', '20%']",20%,19%,20%,"['21', '7', '2', '12', '14', '31', '-17', '15', '34%']",34%,37%,30%,0.95,0.9,埃弗顿
3.2,2.9,2.25,EC,117191,博尔顿,0.0,7,平手/半球,布莱克本,0.0,9,2006-01-15 01:15,"['20', '9', '3', '8', '26', '25', '1', '9', '45%']",45%,28%,67%,"['19', '9', '5', '5', '25', '20', '5', '7', '48%']",48%,40%,56%,1.03,0.82,平
3.3,3.85,1.85,EC,117198,西布罗姆维奇,1.0,17,半球,维冈竞技,0.0,6,2006-01-15 21:30,"['21', '11', '1', '9', '25', '26', '-1', '6', '53%']",53%,50%,55%,"['21', '5', '4', '12', '20', '31', '-11', '17', '24%']",24%,0%,46%,0.9,0.95,西布罗姆维奇
5.4,1.2,12.0,EC,117197,切尔西,2.0,1,受球半/两球,桑德兰,1.0,20,2006-01-15 23:59,"['20', '1', '3', '16', '15', '38', '-23', '20', '5%']",5%,12%,0%,"['21', '19', '1', '1', '46', '10', '36', '1', '91%']",91%,80%,100%,0.85,1.0,切尔西
3.15,2.65,2.45,EC,117187,阿斯顿维拉,2.0,13,平手,西布罗姆维奇,1.0,17,2006-01-02 20:00,"['20', '5', '4', '11', '19', '29', '-10', '17', '25%']",25%,0%,50%,"['20', '5', '7', '8', '23', '29', '-6', '13', '25%']",25%,20%,30%,0.87,0.98,阿斯顿维拉
4.0,1.35,9.0,EC,117188,切尔西,3.0,1,受一球/球半,西汉姆联,1.0,10,2006-01-02 20:45,"['20', '7', '5', '8', '26', '27', '-1', '10', '35%']",35%,28%,45%,"['20', '18', '1', '1', '43', '9', '34', '1', '90%']",90%,78%,100%,1.05,0.8,切尔西
3.15,2.7,2.4,EC,117180,维冈竞技,0.0,5,平手,伯明翰,2.0,19,2006-01-02 23:00,"['19', '3', '4', '12', '13', '29', '-16', '19', '16%']",16%,20%,12%,"['20', '11', '1', '8', '25', '24', '1', '5', '55%']",55%,56%,55%,0.85,1.0,伯明翰
3.15,2.0,3.5,EC,117182,利物浦,2.0,3,受半球,博尔顿,2.0,7,2006-01-02 23:00,"['18', '9', '4', '5', '23', '18', '5', '7', '50%']",50%,40%,63%,"['18', '12', '4', '2', '26', '9', '17', '3', '67%']",67%,50%,80%,0.8,1.05,平
3.2,2.9,2.25,EC,117183,查尔顿,1.0,12,平手/半球,埃弗顿,3.0,16,2006-01-02 23:00,"['20', '6', '2', '12', '11', '30', '-19', '16', '30%']",30%,37%,23%,"['18', '8', '1', '9', '23', '27', '-4', '12', '45%']",45%,63%,30%,1.0,0.85,埃弗顿
3.6,5.2,1.58,EC,117184,桑德兰,1.0,20,半球/一球,富勒姆,2.0,15,2006-01-02 23:00,"['20', '5', '5', '10', '23', '29', '-6', '15', '25%']",25%,0%,56%,"['19', '1', '3', '15', '14', '36', '-22', '20', '6%']",6%,13%,0%,0.85,1.0,富勒姆
3.2,3.45,2.0,EC,117186,米德尔斯堡,2.0,14,半球,纽卡斯尔联,2.0,11,2006-01-02 23:00,"['19', '7', '4', '8', '18', '21', '-3', '11', '37%']",37%,28%,50%,"['19', '5', '6', '8', '23', '28', '-5', '14', '27%']",27%,25%,28%,1.0,0.85,平
3.4,4.5,1.7,EC,117181,朴茨茅斯,1.0,18,半球/一球,布莱克本,2.0,9,2006-01-03 03:35,"['19', '8', '3', '8', '24', '24', '0', '9', '43%']",43%,28%,63%,"['20', '4', '5', '11', '15', '31', '-16', '18', '20%']",20%,20%,20%,1.0,0.85,布莱克本
3.15,2.6,2.5,EC,117179,曼彻斯特联,0.0,2,平手,阿森纳,0.0,6,2006-01-04 04:00,"['19', '10', '3', '6', '27', '15', '12', '6', '53%']",53%,20%,89%,"['20', '13', '5', '2', '40', '17', '23', '2', '65%']",65%,70%,60%,0.9,0.95,平
3.15,2.7,2.4,EC,117185,托特纳姆热刺,2.0,4,平手,曼彻斯特城,0.0,9,2006-01-05 04:00,"['20', '8', '4', '8', '27', '22', '5', '9', '40%']",40%,30%,50%,"['20', '10', '7', '3', '29', '18', '11', '4', '50%']",50%,34%,64%,0.85,1.0,托特纳姆热刺
4.6,12.0,1.25,EC,117159,朴茨茅斯,0.0,18,球半/两球,阿森纳,4.0,7,2005-12-29 03:45,"['17', '9', '2', '6', '23', '15', '8', '7', '53%']",53%,23%,88%,"['18', '3', '5', '10', '14', '27', '-13', '18', '17%']",17%,23%,12%,0.92,0.93,阿森纳
3.8,1.42,7.5,EC,117160,曼彻斯特联,2.0,2,受一球/球半,伯明翰,2.0,19,2005-12-29 03:45,"['17', '3', '3', '11', '11', '25', '-14', '19', '18%']",18%,23%,13%,"['18', '12', '4', '2', '34', '14', '20', '2', '67%']",67%,78%,56%,0.85,1.0,平
3.45,1.53,6.2,EC,117165,切尔西,1.0,1,受一球,曼彻斯特城,0.0,8,2005-12-29 03:45,"['18', '8', '3', '7', '27', '21', '6', '8', '45%']",45%,34%,56%,"['18', '16', '1', '1', '40', '9', '31', '1', '89%']",89%,75%,100%,0.83,1.02,切尔西
3.2,2.05,3.3,EC,117167,托特纳姆热刺,0.0,4,受平手/半球,西布罗姆维奇,2.0,17,2005-12-29 03:45,"['18', '4', '4', '10', '17', '28', '-11', '17', '23%']",23%,0%,45%,"['18', '9', '7', '2', '27', '16', '11', '4', '50%']",50%,38%,60%,1.05,0.8,西布罗姆维奇
3.2,3.05,2.15,EC,117168,维冈竞技,2.0,6,平手/半球,西汉姆联,0.0,9,2005-12-29 03:45,"['18', '7', '5', '6', '26', '23', '3', '9', '39%']",39%,30%,50%,"['18', '10', '1', '7', '23', '21', '2', '6', '56%']",56%,50%,60%,0.95,0.9,维冈竞技
3.2,3.2,2.1,EC,117164,阿斯顿维拉,3.0,14,平手/半球,富勒姆,3.0,15,2005-12-29 03:59,"['18', '5', '4', '9', '20', '25', '-5', '15', '28%']",28%,0%,63%,"['18', '5', '5', '8', '20', '26', '-6', '14', '28%']",28%,23%,34%,0.88,0.97,平
3.2,1.73,4.7,EC,117163,利物浦,3.0,3,受半球,埃弗顿,1.0,16,2005-12-29 04:00,"['18', '5', '2', '11', '9', '27', '-18', '16', '28%']",28%,30%,25%,"['16', '10', '4', '2', '22', '8', '14', '3', '63%']",63%,43%,78%,1.05,0.8,利物浦
3.55,6.1,1.52,EC,117161,桑德兰,0.0,20,一球,布莱克本,2.0,10,2006-02-16 04:00,"['25', '11', '4', '10', '31', '31', '0', '10', '44%']",44%,29%,64%,"['25', '2', '4', '19', '18', '46', '-28', '20', '8%']",8%,19%,0%,0.95,0.9,布莱克本
3.35,5.0,1.65,EC,117166,查尔顿,0.0,12,半球/一球,纽卡斯尔联,0.0,14,2006-02-23 03:45,"['25', '9', '5', '11', '24', '29', '-5', '14', '36%']",36%,29%,46%,"['25', '10', '3', '12', '32', '37', '-5', '12', '40%']",40%,42%,39%,0.9,0.95,平
3.3,3.8,1.85,EC,140320,米德尔斯堡,1.0,14,半球/一球,博尔顿,1.0,8,2006-05-04 03:00,"['36', '14', '10', '12', '47', '40', '7', '8', '39%']",39%,22%,59%,"['36', '12', '8', '16', '47', '56', '-9', '14', '34%']",34%,30%,37%,0.85,1.0,平
3.2,1.95,3.6,EC,117150,阿森纳,1.0,8,受半球,查尔顿,0.0,11,2005-12-26 20:45,"['16', '7', '1', '8', '21', '26', '-5', '11', '44%']",44%,63%,25%,"['16', '8', '2', '6', '22', '15', '7', '8', '50%']",50%,13%,88%,0.85,1.0,阿森纳
5.4,12.0,1.2,EC,117151,富勒姆,2.0,14,球半,切尔西,3.0,1,2005-12-26 21:00,"['17', '15', '1', '1', '37', '7', '30', '1', '89%']",89%,75%,100%,"['17', '5', '4', '8', '18', '22', '-4', '14', '30%']",30%,0%,63%,0.8,1.05,切尔西
3.3,5.2,1.65,EC,117157,伯明翰,0.0,19,半球/一球,托特纳姆热刺,2.0,4,2005-12-26 21:00,"['17', '8', '7', '2', '25', '16', '9', '4', '48%']",48%,38%,56%,"['16', '3', '3', '10', '11', '23', '-12', '19', '19%']",19%,25%,13%,0.98,0.87,托特纳姆热刺
3.3,5.2,1.65,EC,117152,纽卡斯尔联,0.0,10,半球/一球,利物浦,2.0,3,2005-12-26 23:00,"['15', '9', '4', '2', '20', '8', '12', '3', '60%']",60%,43%,75%,"['17', '7', '4', '6', '18', '17', '1', '10', '42%']",42%,34%,50%,0.95,0.9,利物浦
4.7,11.0,1.25,EC,117153,西布罗姆维奇,0.0,17,球半,曼彻斯特联,3.0,2,2005-12-26 23:00,"['17', '11', '4', '2', '31', '14', '17', '2', '65%']",65%,78%,50%,"['17', '4', '4', '9', '17', '25', '-8', '17', '24%']",24%,0%,45%,0.95,0.9,曼彻斯特联
3.2,3.45,2.0,EC,117154,布莱克本,2.0,12,半球,米德尔斯堡,0.0,13,2005-12-26 23:00,"['17', '5', '5', '7', '23', '26', '-3', '13', '30%']",30%,25%,34%,"['17', '6', '3', '8', '19', '24', '-5', '12', '36%']",36%,12%,63%,1.05,0.8,布莱克本
3.2,2.9,2.25,EC,117155,西汉姆联,1.0,9,平手/半球,朴茨茅斯,1.0,18,2005-12-26 23:00,"['17', '3', '4', '10', '13', '26', '-13', '18', '18%']",18%,23%,13%,"['17', '7', '4', '6', '25', '22', '3', '9', '42%']",42%,34%,50%,1.05,0.8,平
3.3,2.3,2.75,EC,117156,博尔顿,0.0,5,平手,桑德兰,0.0,20,2005-12-26 23:00,"['17', '1', '2', '14', '14', '35', '-21', '20', '6%']",6%,13%,0%,"['16', '9', '3', '4', '22', '14', '8', '5', '57%']",57%,50%,63%,1.05,0.8,平
3.2,3.2,2.1,EC,117158,曼彻斯特城,3.0,7,平手/半球,维冈竞技,4.0,6,2005-12-26 23:00,"['17', '9', '1', '7', '19', '18', '1', '6', '53%']",53%,50%,56%,"['17', '8', '3', '6', '24', '17', '7', '7', '48%']",48%,38%,56%,0.9,0.95,维冈竞技
3.25,3.15,2.1,EC,117149,埃弗顿,0.0,16,平手/半球,阿斯顿维拉,4.0,15,2005-12-27 01:15,"['17', '4', '5', '8', '16', '26', '-10', '15', '24%']",24%,23%,25%,"['17', '5', '2', '10', '9', '23', '-14', '16', '30%']",30%,34%,25%,0.92,0.93,阿斯顿维拉
3.7,1.45,7.0,EC,117146,利物浦,2.0,7,受一球,桑德兰,0.0,20,2005-12-01 03:45,"['14', '1', '2', '11', '12', '28', '-16', '20', '8%']",8%,17%,0%,"['12', '6', '4', '2', '13', '8', '5', '7', '50%']",50%,34%,67%,0.96,0.89,利物浦
3.4,1.65,5.0,EC,117140,曼彻斯特联,2.0,2,受半球/一球,阿斯顿维拉,0.0,14,2005-12-17 20:45,"['16', '4', '5', '7', '16', '24', '-8', '14', '25%']",25%,23%,29%,"['16', '10', '4', '2', '29', '14', '15', '2', '63%']",63%,75%,50%,1.0,0.85,曼彻斯特联
3.2,2.7,2.4,EC,117141,博尔顿,4.0,5,平手,埃弗顿,0.0,15,2005-12-17 23:00,"['16', '5', '2', '9', '9', '19', '-10', '15', '32%']",32%,34%,29%,"['15', '8', '3', '4', '18', '14', '4', '5', '54%']",54%,43%,63%,0.9,0.95,博尔顿
3.25,3.15,2.1,EC,117142,布莱克本,1.0,12,平手/半球,富勒姆,2.0,16,2005-12-17 23:00,"['16', '4', '4', '8', '16', '21', '-5', '16', '25%']",25%,0%,58%,"['16', '6', '3', '7', '18', '22', '-4', '12', '38%']",38%,13%,63%,0.85,1.0,富勒姆
3.25,3.15,2.1,EC,117145,西布罗姆维奇,0.0,17,平手/半球,朴茨茅斯,1.0,19,2005-12-17 23:00,"['16', '2', '4', '10', '12', '26', '-14', '19', '13%']",13%,23%,0%,"['16', '4', '4', '8', '17', '24', '-7', '17', '25%']",25%,0%,45%,0.85,1.0,朴茨茅斯
3.2,2.9,2.25,EC,117148,查尔顿,0.0,11,平手/半球,维冈竞技,3.0,8,2005-12-17 23:00,"['16', '8', '1', '7', '16', '18', '-2', '8', '50%']",50%,50%,50%,"['15', '7', '1', '7', '21', '23', '-2', '11', '47%']",47%,72%,25%,1.05,0.8,维冈竞技
3.2,2.7,2.4,EC,117147,纽卡斯尔联,4.0,10,平手,西汉姆联,2.0,7,2005-12-17 23:30,"['16', '7', '4', '5', '23', '18', '5', '7', '44%']",44%,34%,58%,"['16', '6', '4', '6', '14', '15', '-1', '10', '38%']",38%,25%,50%,0.9,0.95,纽卡斯尔联
3.3,4.7,1.7,EC,117143,伯明翰,1.0,19,半球/一球,曼彻斯特城,4.0,10,2005-12-18 01:15,"['16', '7', '3', '6', '20', '16', '4', '10', '44%']",44%,38%,50%,"['15', '3', '3', '9', '10', '19', '-9', '19', '20%']",20%,29%,13%,1.0,0.85,曼彻斯特城
3.2,3.1,2.15,EC,117144,托特纳姆热刺,3.0,4,平手/半球,米德尔斯堡,3.0,13,2005-12-18 21:30,"['16', '5', '4', '7', '20', '23', '-3', '13', '32%']",32%,25%,38%,"['16', '8', '6', '2', '22', '13', '9', '4', '50%']",50%,43%,56%,0.95,0.9,平
3.2,2.2,3.0,EC,117139,切尔西,2.0,1,受平手/半球,阿森纳,0.0,7,2005-12-18 23:59,"['15', '8', '2', '5', '22', '13', '9', '7', '54%']",54%,13%,100%,"['16', '14', '1', '1', '35', '7', '28', '1', '88%']",88%,72%,100%,0.85,1.0,切尔西
3.4,5.0,1.65,EC,117134,米德尔斯堡,0.0,10,半球/一球,利物浦,2.0,3,2005-12-10 20:45,"['14', '8', '4', '2', '18', '8', '10', '3', '58%']",58%,43%,72%,"['15', '5', '4', '6', '20', '21', '-1', '10', '34%']",34%,29%,38%,0.95,0.9,利物浦
3.2,3.1,2.15,EC,117129,富勒姆,0.0,14,平手/半球,伯明翰,1.0,19,2005-12-10 23:00,"['14', '2', '3', '9', '9', '19', '-10', '19', '15%']",15%,29%,0%,"['15', '4', '4', '7', '16', '20', '-4', '14', '27%']",27%,0%,58%,0.95,0.9,伯明翰
3.2,3.45,2.0,EC,117130,西汉姆联,2.0,9,半球,布莱克本,3.0,13,2005-12-10 23:00,"['15', '5', '3', '7', '15', '20', '-5', '13', '34%']",34%,13%,58%,"['14', '6', '4', '4', '19', '14', '5', '9', '43%']",43%,29%,58%,1.05,0.8,布莱克本
3.2,3.8,1.9,EC,117131,阿斯顿维拉,1.0,15,半球,博尔顿,1.0,6,2005-12-10 23:00,"['14', '8', '2', '4', '17', '13', '4', '6', '58%']",58%,43%,72%,"['15', '4', '4', '7', '15', '23', '-8', '15', '27%']",27%,25%,29%,0.9,0.95,平
3.3,4.7,1.7,EC,117132,桑德兰,0.0,20,半球/一球,查尔顿,2.0,12,2005-12-10 23:00,"['14', '6', '1', '7', '19', '23', '-4', '12', '43%']",43%,72%,15%,"['16', '1', '2', '13', '14', '33', '-19', '20', '7%']",7%,15%,0%,1.05,0.8,查尔顿
4.5,9.0,1.3,EC,117133,维冈竞技,0.0,7,球半,切尔西,1.0,1,2005-12-10 23:00,"['15', '13', '1', '1', '34', '7', '27', '1', '87%']",87%,72%,100%,"['14', '8', '1', '5', '16', '13', '3', '7', '58%']",58%,67%,50%,1.0,0.85,切尔西
3.2,2.75,2.35,EC,117138,曼彻斯特城,0.0,8,平手,西布罗姆维奇,2.0,17,2005-12-10 23:00,"['15', '3', '4', '8', '15', '24', '-9', '17', '20%']",20%,0%,38%,"['15', '7', '3', '5', '20', '14', '6', '8', '47%']",47%,43%,50%,0.83,1.02,西布罗姆维奇
3.3,2.1,3.1,EC,117136,阿森纳,0.0,6,受平手/半球,纽卡斯尔联,1.0,12,2005-12-11 01:15,"['15', '5', '4', '6', '13', '15', '-2', '12', '34%']",34%,25%,43%,"['14', '8', '2', '4', '22', '12', '10', '6', '58%']",58%,15%,100%,0.95,0.9,纽卡斯尔联
5.0,10.0,1.25,EC,117135,埃弗顿,1.0,17,球半,曼彻斯特联,1.0,3,2005-12-11 23:59,"['14', '9', '3', '2', '24', '13', '11', '3', '65%']",65%,75%,50%,"['14', '5', '1', '8', '7', '16', '-9', '17', '36%']",36%,38%,34%,0.9,0.95,平
3.4,5.4,1.6,EC,117137,朴茨茅斯,1.0,19,半球/一球,托特纳姆热刺,3.0,4,2005-12-13 04:00,"['15', '7', '6', '2', '19', '12', '7', '4', '47%']",47%,43%,50%,"['15', '2', '4', '9', '11', '23', '-12', '19', '14%']",14%,25%,0%,0.9,0.95,托特纳姆热刺
3.7,7.0,1.45,EC,117124,维冈竞技,0.0,5,一球,利物浦,3.0,4,2005-12-03 20:45,"['13', '7', '4', '2', '15', '8', '7', '4', '54%']",54%,43%,67%,"['13', '8', '1', '4', '16', '10', '6', '5', '62%']",62%,80%,50%,0.95,0.9,利物浦
3.2,3.2,2.1,EC,117120,埃弗顿,2.0,16,平手/半球,布莱克本,0.0,13,2005-12-03 23:00,"['14', '5', '3', '6', '15', '18', '-3', '13', '36%']",36%,13%,67%,"['13', '4', '1', '8', '5', '16', '-11', '16', '31%']",31%,29%,34%,0.9,0.95,埃弗顿
3.2,2.05,3.3,EC,117121,阿森纳,0.0,3,受平手/半球,博尔顿,2.0,7,2005-12-03 23:00,"['13', '7', '2', '4', '15', '13', '2', '7', '54%']",54%,43%,67%,"['13', '8', '2', '3', '22', '10', '12', '3', '62%']",62%,17%,100%,1.0,0.85,博尔顿
4.3,10.0,1.3,EC,117123,米德尔斯堡,0.0,10,球半,切尔西,1.0,1,2005-12-03 23:00,"['14', '12', '1', '1', '33', '7', '26', '1', '86%']",86%,72%,100%,"['14', '5', '4', '5', '20', '20', '0', '10', '36%']",36%,34%,38%,1.05,0.8,切尔西
3.4,5.5,1.6,EC,117126,阿斯顿维拉,1.0,15,半球/一球,纽卡斯尔联,1.0,12,2005-12-03 23:00,"['14', '5', '3', '6', '12', '14', '-2', '12', '36%']",36%,25%,50%,"['14', '4', '3', '7', '14', '22', '-8', '15', '29%']",29%,29%,29%,0.85,1.0,平
3.5,6.6,1.5,EC,117127,桑德兰,2.0,20,一球,托特纳姆热刺,3.0,6,2005-12-03 23:00,"['14', '6', '6', '2', '16', '10', '6', '6', '43%']",43%,43%,43%,"['15', '1', '2', '12', '12', '30', '-18', '20', '7%']",7%,17%,0%,1.0,0.85,托特纳姆热刺
3.2,2.8,2.3,EC,117128,富勒姆,0.0,14,平手,西布罗姆维奇,0.0,17,2005-12-03 23:00,"['14', '3', '3', '8', '15', '24', '-9', '17', '22%']",22%,0%,43%,"['14', '4', '3', '7', '16', '20', '-4', '14', '29%']",29%,0%,58%,0.8,1.05,平
4.0,9.0,1.35,EC,117125,朴茨茅斯,0.0,18,一球/球半,曼彻斯特联,3.0,3,2005-12-04 01:15,"['13', '8', '3', '2', '21', '13', '8', '3', '62%']",62%,75%,40%,"['14', '2', '4', '8', '11', '20', '-9', '18', '15%']",15%,29%,0%,0.85,1.0,曼彻斯特联
3.2,3.3,2.05,EC,117122,曼彻斯特城,5.0,8,平手/半球,查尔顿,2.0,11,2005-12-04 23:59,"['13', '6', '1', '6', '17', '18', '-1', '11', '47%']",47%,72%,17%,"['14', '6', '3', '5', '15', '12', '3', '8', '43%']",43%,34%,50%,0.8,1.05,曼彻斯特城
3.2,3.1,2.15,EC,117119,西汉姆联,2.0,9,平手/半球,伯明翰,1.0,19,2005-12-06 04:00,"['13', '2', '3', '8', '8', '17', '-9', '19', '16%']",16%,29%,0%,"['13', '5', '4', '4', '17', '13', '4', '9', '39%']",39%,17%,58%,0.95,0.9,西汉姆联
4.5,10.0,1.28,EC,117109,布莱克本,0.0,12,球半,阿森纳,3.0,4,2005-11-26 23:00,"['12', '7', '2', '3', '19', '10', '9', '4', '59%']",59%,17%,100%,"['13', '5', '3', '5', '15', '15', '0', '12', '39%']",39%,15%,67%,1.05,0.8,阿森纳
3.2,3.0,2.2,EC,117110,查尔顿,0.0,10,平手/半球,阿斯顿维拉,1.0,15,2005-11-26 23:00,"['13', '3', '3', '7', '13', '22', '-9', '15', '24%']",24%,29%,17%,"['12', '6', '1', '5', '17', '17', '0', '10', '50%']",50%,84%,17%,1.02,0.83,阿斯顿维拉
3.2,2.3,2.8,EC,117113,利物浦,1.0,9,平手,曼彻斯特城,0.0,7,2005-11-26 23:00,"['13', '6', '3', '4', '15', '11', '4', '7', '47%']",47%,34%,58%,"['11', '5', '4', '2', '12', '8', '4', '9', '46%']",46%,20%,67%,1.05,0.8,利物浦
3.2,2.75,2.35,EC,117116,伯明翰,1.0,19,平手,桑德兰,0.0,20,2005-11-26 23:00,"['13', '1', '2', '10', '12', '27', '-15', '20', '8%']",8%,17%,0%,"['12', '1', '3', '8', '7', '17', '-10', '19', '9%']",9%,17%,0%,0.85,1.0,伯明翰
3.2,2.8,2.3,EC,117118,托特纳姆热刺,2.0,6,平手,维冈竞技,1.0,2,2005-11-26 23:00,"['12', '8', '1', '3', '15', '8', '7', '2', '67%']",67%,80%,58%,"['13', '5', '6', '2', '14', '9', '5', '6', '39%']",39%,34%,43%,0.8,1.05,托特纳姆热刺
4.0,1.35,8.8,EC,117115,切尔西,2.0,1,受一球/球半,朴茨茅斯,0.0,17,2005-11-27 01:15,"['13', '2', '4', '7', '11', '18', '-7', '17', '16%']",16%,29%,0%,"['13', '11', '1', '1', '31', '7', '24', '1', '85%']",85%,67%,100%,0.85,1.0,切尔西
3.2,2.75,2.35,EC,117111,纽卡斯尔联,0.0,12,平手,埃弗顿,1.0,18,2005-11-27 21:30,"['12', '3', '1', '8', '4', '16', '-12', '18', '25%']",25%,29%,20%,"['13', '5', '3', '5', '12', '13', '-1', '12', '39%']",39%,29%,50%,0.82,1.03,埃弗顿
3.2,2.8,2.3,EC,117112,博尔顿,1.0,6,平手,富勒姆,2.0,15,2005-11-27 22:00,"['13', '3', '3', '7', '14', '19', '-5', '15', '24%']",24%,0%,50%,"['12', '7', '2', '3', '14', '11', '3', '6', '59%']",59%,50%,67%,0.8,1.05,富勒姆
3.3,4.7,1.7,EC,117114,西布罗姆维奇,2.0,16,半球/一球,米德尔斯堡,2.0,11,2005-11-27 23:00,"['13', '5', '3', '5', '18', '18', '0', '11', '39%']",39%,34%,43%,"['13', '3', '2', '8', '13', '22', '-9', '16', '24%']",24%,0%,43%,1.0,0.85,平
3.25,1.8,4.2,EC,117117,曼彻斯特联,2.0,4,受半球,西汉姆联,1.0,9,2005-11-27 23:59,"['12', '5', '4', '3', '16', '11', '5', '9', '42%']",42%,17%,67%,"['12', '7', '3', '2', '19', '12', '7', '4', '59%']",59%,72%,40%,1.0,0.85,曼彻斯特联
3.25,1.8,4.2,EC,117108,阿森纳,3.0,5,受半球,维冈竞技,2.0,2,2005-11-19 20:45,"['11', '8', '1', '2', '13', '5', '8', '2', '73%']",73%,80%,67%,"['11', '6', '2', '3', '16', '8', '8', '5', '55%']",55%,0%,100%,1.0,0.85,阿森纳
3.2,2.0,3.45,EC,117100,曼彻斯特联,3.0,4,受平手/半球,查尔顿,1.0,8,2005-11-19 23:00,"['11', '6', '1', '4', '16', '14', '2', '8', '55%']",55%,84%,20%,"['11', '6', '3', '2', '16', '11', '5', '4', '55%']",55%,67%,40%,1.0,0.85,曼彻斯特联
